#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type
Fe,1,301.92880000,2.33000000E+06,C+,2.45343044,6.55863990,9,11,
Fe,2,302.00045000,6.00000000E+04,E,4.08030550,8.18454100,12,10,
Fe,1,302.04905600,1.94000000E+07,B,0.08728574,4.19086081,5,5,
Fe,1,302.06387800,7.59000000E+07,B,0.00000000,4.10337372,9,9,
Fe,1,302.10724800,4.55000000E+07,A,0.05156912,4.15435379,7,7,
Fe,2,302.13211000,3.30000000E+06,D+,8.98013520,13.08258230,2,4,
Fe,2,302.14172000,4.00000000E+05,E,3.38661825,7.48893480,8,6,
Fe,2,302.16170000,9.00000000E+05,D,8.74382370,12.84586900,8,10,
Fe,2,302.26687800,1.40000000E+06,D,8.74382370,12.84444170,8,6,
Fe,1,302.40324700,4.87000000E+06,A,0.11011433,4.20888328,3,5,
Fe,2,302.49981000,6.20000000E+06,D+,8.98013520,13.07759590,2,2,
Fe,1,302.52795600,1.66000000E+05,B,0.91460217,5.01168158,9,9,
Fe,2,302.54598000,3.50000000E+06,D,8.93220100,13.02903630,4,2,
Fe,1,302.56362000,5.86000000E+07,B+,2.40407444,6.50067093,13,13,
Fe,1,302.58422600,3.48000000E+07,A,0.12126572,4.21758325,1,3,
Fe,1,302.64617900,1.10000000E+07,C,0.99011115,5.08559017,5,5,
Fe,2,302.67492500,3.40000000E+05,D,8.92249180,13.01758190,6,8,
Fe,2,302.72068900,2.70000000E+06,D+,9.49439200,13.58886310,2,4,
Fe,1,302.92337900,6.98000000E+05,B+,1.55735733,5.64908881,7,7,
Fe,1,303.01479600,5.04000000E+07,B+,2.43269470,6.52319179,11,11,
Fe,2,303.10702100,1.10000000E+06,D,8.95644050,13.04569300,6,8,
Fe,1,303.16365400,1.38000000E+07,D+,1.01105568,5.09954435,3,3,
Fe,1,303.30996300,5.26000000E+06,C+,2.42419831,6.51071489,3,3,
Fe,2,303.34427400,1.30000000E+07,D+,5.87558748,9.96164180,4,2,
Fe,2,303.36330200,1.50000000E+06,D+,9.06861910,13.15441720,8,10,
Fe,2,303.36424100,9.00000000E+06,D+,9.06220720,13.14799260,10,12,
Fe,2,303.53381900,6.50000000E+06,D+,8.99189960,13.07540250,4,4,
Fe,2,303.56168000,3.40000000E+06,D+,9.23658630,13.31971440,4,4,
Fe,2,303.69633600,2.20000000E+07,C+,5.82322475,9.90454250,6,6,
Fe,1,303.73885500,2.91000000E+07,B,0.11011433,4.19086081,3,5,
Fe,1,303.77794400,3.44000000E+05,B,0.99011115,5.07033256,5,5,
Fe,2,303.87794900,5.00000000E+05,D,3.89161339,7.97049210,6,8,
Fe,1,303.93173000,1.60000000E+06,C+,2.43269470,6.51085164,11,13,
Fe,2,303.95879800,1.70000000E+06,D+,8.99189960,13.06969340,4,6,
Fe,1,304.04269400,2.45000000E+06,D+,0.91460217,4.99127081,9,11,
Fe,2,304.07234300,3.10000000E+06,D+,8.71790230,12.79417340,10,8,
Fe,2,304.09091700,9.00000000E+06,D+,9.06861910,13.14464130,8,10,
Fe,2,304.09180500,3.50000000E+06,D+,8.92249180,12.99850210,6,4,
Fe,2,304.14867000,4.20000000E+06,D+,9.63887080,13.71411910,6,6,
Fe,2,304.15357200,4.20000000E+06,D+,8.97051040,13.04569300,8,8,
Fe,1,304.16371500,4.24000000E+06,B+,1.55735733,5.63240401,7,9,
Fe,1,304.17385800,5.20000000E+06,D+,0.95815732,5.03306811,7,9,
Fe,1,304.20195000,4.70000000E+06,D+,1.01105568,5.08559017,3,5,
Fe,2,304.23721000,4.40000000E+05,D,7.47257120,11.54663340,8,8,
Fe,1,304.26646600,5.20000000E+06,C+,0.99011115,5.06378173,5,7,
Fe,2,304.41132900,4.50000000E+06,D+,9.00367040,13.07540250,6,4,
Fe,2,304.48394700,1.20000000E+06,D+,3.96737644,8.03813750,8,10,
Fe,1,304.50783000,6.97000000E+05,B,0.91460217,4.98504395,9,7,
Fe,2,304.53239000,5.00000000E+05,D,5.56875734,9.63887080,8,6,
Fe,1,304.55874200,1.78000000E+06,C+,2.45343044,6.52319179,9,11,
Fe,2,304.60533800,1.30000000E+07,D+,8.21378540,12.28292420,2,4,
Fe,2,304.66674000,9.00000000E+05,D,5.57055201,9.63887080,6,6,
Fe,2,304.71096100,6.10000000E+06,D+,8.21378540,12.28151380,2,2,
Fe,1,304.76043700,2.84000000E+07,A,0.08728574,4.15435379,5,7,
Fe,2,304.78052500,1.60000000E+06,D,9.25007220,13.31687220,6,6,
Fe,2,304.89912100,3.80000000E+07,D+,5.87558748,9.94080570,4,4,
Fe,2,305.16776700,6.10000000E+06,D+,9.05285300,13.11449270,8,8,
Fe,1,305.30655200,1.53000000E+07,B,2.42419831,6.48399171,3,5,
Fe,1,305.34540200,1.17000000E+05,C+,1.01105568,5.07033256,3,5,
Fe,1,305.52623200,9.48000000E+06,B+,1.55735733,5.61423177,7,5,
Fe,2,305.53509400,5.70000000E+07,D+,5.90488507,9.96164180,2,2,
Fe,2,305.54830000,1.00000000E+07,D+,9.63887080,13.69545230,6,4,
Fe,2,305.58278200,8.00000000E+05,D,8.13089180,12.18701550,12,12,
Fe,2,305.68014700,1.70000000E+06,D+,4.07605998,8.13089180,14,12,
Fe,1,305.74454500,3.13000000E+07,B,0.85899575,4.91297355,11,9,
Fe,2,305.83538000,2.10000000E+06,D+,8.30700700,12.35978080,6,8,
Fe,2,305.87223100,1.50000000E+06,D+,9.06220720,13.11449270,10,8,
Fe,1,305.90853800,1.63000000E+07,C+,0.05156912,4.10337372,7,9,
Fe,2,305.98674200,1.00000000E+06,D+,9.06220720,13.11297620,10,12,
Fe,1,306.05375100,6.75000000E+06,D+,2.99035244,7.04023466,9,7,
Fe,1,306.09832100,9.08000000E+05,B,1.55735733,5.60664989,7,7,
Fe,2,306.12791000,1.80000000E+06,D,8.98013520,13.02903630,2,2,
Fe,2,306.20999100,1.90000000E+07,D+,8.34089230,12.38870820,4,2,
Fe,2,306.22358000,1.40000000E+07,D+,4.08030550,8.12794170,12,10,
Fe,2,306.52067600,1.20000000E+06,D,9.00367040,13.04738360,6,6,
Fe,2,306.53154100,2.90000000E+06,D+,3.94416230,7.98773220,6,6,
Fe,2,306.59557300,2.70000000E+05,D,8.95931420,13.00203960,12,10,
Fe,1,306.64786300,9.11000000E+06,B,2.72754450,6.76958063,9,7,
Fe,1,306.69987000,1.71000000E+07,C+,3.26711257,7.30846330,11,13,
Fe,1,306.71184000,3.89000000E+06,B+,1.60789577,5.64908881,5,7,
Fe,1,306.72436600,3.12000000E+07,C+,0.91460217,4.95563019,9,7,
Fe,2,306.78261300,8.00000000E+05,D,9.00768930,13.04795010,8,6,
Fe,1,306.81733800,1.11000000E+07,B+,1.60789577,5.64769932,5,3,
Fe,2,306.87607900,4.30000000E+05,D,4.15363129,8.19266160,8,6,
Fe,2,306.99359900,1.50000000E+06,D+,8.97051040,13.00799460,8,10,
Fe,2,307.06909600,9.00000000E+05,D,3.76769941,7.80419090,10,8,
Fe,2,307.11253700,2.60000000E+07,D+,5.90488507,9.94080570,2,4,
Fe,2,307.12836000,1.30000000E+06,D,8.34089230,12.37660490,4,6,
Fe,2,307.16670300,2.20000000E+06,D,8.24771530,12.28292420,6,4,
Fe,2,307.17314000,3.20000000E+06,D+,8.95931420,12.99443850,12,10,
Fe,1,307.39785000,3.83000000E+06,C,2.69240763,6.72458242,11,9,
Fe,2,307.46999900,3.10000000E+05,D,8.17444660,12.20567520,8,10,
Fe,2,307.50482300,3.20000000E+06,D+,8.71790230,12.74867450,10,10,
Fe,2,307.56776700,2.70000000E+05,D,8.95931420,12.98926150,12,12,
Fe,1,307.57194000,3.14000000E+07,C+,0.95815732,4.98804995,7,5,
Fe,2,307.64351700,3.80000000E+07,C+,5.87558748,9.90454250,4,6,
Fe,2,307.71688800,1.40000000E+07,D+,4.07605998,8.10405440,14,12,
Fe,1,307.80154600,3.11000000E+05,C+,0.95815732,4.98504395,7,7,
Fe,2,307.83161100,3.10000000E+06,D+,9.00768930,13.03418270,8,6,
Fe,1,307.84316000,1.52000000E+07,B,2.48437256,6.51071489,1,3,
Fe,2,307.86799700,5.60000000E+07,C+,5.82322475,9.84924220,6,8,
Fe,1,307.99892000,8.35000000E+06,D+,3.30140276,7.32570890,9,11,
Fe,2,308.04158000,2.20000000E+05,D,4.08030550,8.10405440,12,12,
Fe,2,308.30157400,6.00000000E+05,D,3.96737644,7.98773220,8,6,
Fe,1,308.37407200,3.08000000E+07,C+,0.99011115,5.00952178,5,3,
Fe,2,308.92838500,3.00000000E+06,D+,8.95931420,12.97151300,12,14,
Fe,2,308.93881000,2.20000000E+06,D+,4.73176020,8.74382370,6,8,
Fe,1,309.02049200,2.38000000E+06,D+,2.75857762,6.76958063,7,7,
Fe,1,309.15764100,5.53000000E+07,C,1.01105568,5.02027939,3,1,
Fe,1,309.27810800,8.40000000E+04,C+,0.95815732,4.96581946,7,5,
Fe,1,309.38048600,1.28000000E+06,B,1.60789577,5.61423177,5,5,
Fe,1,309.52665700,1.93000000E+06,C+,2.69240763,6.69685175,11,11,
Fe,2,309.62938200,1.90000000E+06,D+,3.96737644,7.97049210,8,8,
Fe,2,309.67898100,4.20000000E+05,D,8.18454100,12.18701550,10,12,
Fe,1,309.81885000,7.52000000E+06,B,2.69240763,6.69307530,11,11,
Fe,2,309.83523800,3.10000000E+06,D+,9.00753860,13.00799460,10,10,
Fe,2,309.84691500,1.70000000E+06,D+,9.00768930,13.00799460,8,10,
Fe,2,309.89236700,4.10000000E+05,D,9.25007220,13.24979080,6,6,
Fe,1,309.98944200,1.93000000E+07,C+,1.01105568,5.00952178,3,3,
Fe,1,309.99678600,8.23000000E+06,C+,0.91460217,4.91297355,9,9,
Fe,1,310.03032900,1.87000000E+07,C+,0.99011115,4.98804995,5,5,
Fe,1,310.06646700,1.35000000E+07,C,0.95815732,4.95563019,7,7,
Fe,1,310.08361500,2.73000000E+06,B,2.40407444,6.40132623,13,11,
Fe,1,310.10020800,5.53000000E+06,C+,2.72754450,6.72458242,9,9,
Fe,2,310.18881000,9.10000000E+05,D+,3.94416230,7.94005850,6,8,
Fe,1,310.26362100,3.00000000E+04,D+,0.99011115,4.98504395,5,7,
Fe,2,310.27147000,2.20000000E+06,D,9.00367040,12.99850210,6,4,
Fe,2,310.51673200,7.50000000E+06,D+,3.88869686,7.88037340,4,2,
Fe,2,310.55529400,7.00000000E+06,D+,3.88919250,7.88037340,2,2,
Fe,2,310.65637400,1.88000000E+06,C+,3.81430861,7.80419090,8,8,
Fe,2,310.69810600,6.00000000E+05,D,9.00768930,12.99703580,8,6,
Fe,1,311.20774200,5.24000000E+06,C+,2.94879294,6.93160665,11,11,
Fe,2,311.32375300,7.00000000E+05,D,9.05285300,13.03418270,8,6,
Fe,2,311.42957000,6.40000000E+06,D+,3.88869686,7.86867380,4,4,
Fe,2,311.46836000,2.50000000E+06,D+,3.88919250,7.86867380,2,4,
Fe,2,311.56094800,2.20000000E+06,D+,9.00768930,12.98598800,8,6,
Fe,2,311.65796200,5.50000000E+06,D+,3.89161339,7.86867380,6,4,
Fe,1,311.66314300,3.04000000E+06,C,1.01105568,4.98804995,3,5,
Fe,2,311.74757400,9.00000000E+06,D+,8.30700700,12.28292420,6,4,
Fe,1,311.76395600,4.30000000E+04,C+,0.99011115,4.96581946,5,5,
Fe,2,311.82907400,2.50000000E+06,D+,7.47257120,11.44744930,8,6,
Fe,2,311.88669700,1.30000000E+06,D+,8.95931420,12.93345790,12,14,
Fe,1,311.94948200,8.28000000E+06,B,2.43269470,6.40603863,11,9,
Fe,1,312.04352500,7.26000000E+06,B,2.45343044,6.42557692,9,7,
Fe,2,312.37260700,2.40000000E+06,D+,7.47257120,11.44053320,8,6,
Fe,1,312.56505400,2.12000000E+06,C,0.99011115,4.95563019,5,7,
Fe,1,312.56824000,8.46000000E+06,B,2.40407444,6.36955305,13,11,
Fe,2,312.58655600,1.00000000E+06,D+,8.24042900,12.20567520,12,10,
Fe,2,312.62734900,1.70000000E+06,D+,9.05285300,13.01758190,8,8,
Fe,2,312.62863000,5.00000000E+05,D,8.94302670,12.90773940,10,8,
Fe,2,312.90076100,1.40000000E+05,E,3.96737644,7.92864110,8,10,
Fe,1,312.93332900,9.05000000E+05,D+,1.48486439,5.44571679,9,7,
Fe,2,313.11041000,1.00000000E+07,D+,9.68780340,13.64641580,8,6,
Fe,2,313.17215000,7.00000000E+05,D,4.08030550,8.03813750,12,10,
Fe,1,313.25178600,3.39000000E+07,C+,3.21118938,7.16801526,9,7,
Fe,2,313.30507000,1.50000000E+06,D,3.88869686,7.84484980,4,6,
Fe,2,313.37565300,5.00000000E+05,D,7.47257120,11.42783310,8,10,
Fe,1,313.41097300,7.86000000E+05,C,0.95815732,4.91297355,7,9,
Fe,2,313.42249900,9.00000000E+06,D+,8.26631610,12.22098690,8,8,
Fe,2,313.49826000,7.00000000E+05,D,7.49373410,11.44744930,4,6,
Fe,2,313.53622200,9.00000000E+06,D+,3.89161339,7.84484980,6,6,
Fe,2,313.55397500,8.00000000E+05,D+,8.23400290,12.18701550,14,12,
Fe,1,313.58605900,4.86000000E+05,D+,2.45343044,6.40603863,9,9,
Fe,2,313.67490000,1.60000000E+06,D+,9.68780340,13.63929210,8,10,
Fe,2,313.72388500,1.00000000E+07,D+,8.21378540,12.16465720,2,4,
Fe,2,313.81805600,9.00000000E+06,D+,8.25598900,12.20567520,10,10,
Fe,2,314.00709000,8.00000000E+05,D,7.49425950,11.44156810,6,8,
Fe,2,314.06454400,9.00000000E+06,D+,8.24042900,12.18701550,12,12,
Fe,2,314.08944000,6.00000000E+05,D,7.49425950,11.44053320,6,6,
Fe,1,314.24523200,3.93000000E+06,C,2.44955978,6.39387714,7,7,
Fe,1,314.28887000,5.65000000E+06,B,2.27860466,6.22237439,5,5,
Fe,1,314.32421800,1.27000000E+04,C+,0.00000000,3.94332623,9,7,
Fe,1,314.39902200,6.10000000E+07,B,3.21118938,7.15357742,9,9,
Fe,2,314.42742300,1.30000000E+06,D,8.34089230,12.28292420,4,4,
Fe,2,314.47538400,2.70000000E+06,D+,3.90341906,7.84484980,8,6,
Fe,1,314.50572000,4.65000000E+06,C+,2.99035244,6.93140310,9,9,
Fe,2,314.52758800,1.00000000E+06,D,7.49373410,11.43451080,4,4,
Fe,2,314.56952300,2.80000000E+06,D+,7.49425950,11.43451080,6,4,
Fe,2,314.67536600,5.00000000E+02,E,3.76769941,7.70662540,10,10,
Fe,1,314.77952400,7.59000000E+06,C+,3.01762252,6.95524523,7,7,
Fe,2,314.91971000,3.60000000E+05,D,8.95644050,12.89231040,6,8,
Fe,2,315.18290800,1.00000000E+07,D+,8.23400290,12.16658630,14,14,
Fe,1,315.18654500,1.37000000E+04,C+,0.05156912,3.98410712,7,5,
Fe,2,315.21112200,1.90000000E+06,D+,9.06220720,12.99443850,10,10,
Fe,2,315.26185900,1.70000000E+06,D+,9.23658630,13.16818490,4,6,
Fe,1,315.31996200,7.91000000E+06,B+,2.44955978,6.38043390,7,9,
Fe,1,315.33142100,2.63000000E+06,B,2.44955978,6.38029108,7,7,
Fe,2,315.42010100,2.06000000E+07,C+,3.76769941,7.69732560,10,10,
Fe,1,315.44961100,4.64000000E+06,B,2.46883473,6.39809335,5,7,
Fe,2,315.59525800,2.10000000E+05,E,3.76769941,7.69514470,10,8,
Fe,2,315.59622000,1.10000000E+06,D,6.80308000,10.73051340,6,6,
Fe,1,315.62734200,6.36000000E+07,C+,3.24096914,7.16801526,7,7,
Fe,1,315.70358500,1.26000000E+07,B+,2.42543332,6.35153108,9,11,
Fe,1,315.71442300,1.81000000E+06,C+,2.27860466,6.20456765,5,3,
Fe,1,315.78847400,1.61000000E+07,C+,2.46883473,6.39387714,5,7,
Fe,1,315.79870900,2.25000000E+06,C+,2.42543332,6.35034852,9,7,
Fe,1,316.06571700,1.93000000E+07,B+,2.42543332,6.34703293,9,9,
Fe,1,316.13708300,2.14000000E+06,C+,1.55735733,5.47807170,7,5,
Fe,2,316.17002000,2.10000000E+06,D,9.77514630,13.69545230,2,4,
Fe,1,316.19461900,4.65000000E+06,D+,2.39920471,6.31920567,11,13,
Fe,2,316.28009900,5.50000000E+06,D+,4.15363129,8.07257280,8,8,
Fe,2,316.30952900,1.90000000E+05,C+,1.67061856,5.58919550,6,6,
Fe,1,316.58575800,5.35000000E+06,C+,2.44955978,6.36471779,7,9,
Fe,2,316.64010800,5.60000000E+06,D+,8.43102280,12.34550880,10,10,
Fe,1,316.64350800,1.14000000E+07,B,2.55917148,6.47361547,9,7,
Fe,2,316.65276000,1.60000000E+04,E,5.91091290,9.82524260,4,4,
Fe,2,316.66733800,1.40000000E+05,E,1.67061856,5.58476799,6,4,
Fe,2,316.67747000,2.40000000E+04,E,5.91091290,9.82493710,4,4,
Fe,2,316.78547700,1.60000000E+07,D+,3.81430861,7.72699840,8,8,
Fe,1,316.88537500,2.60000000E+06,C+,2.46883473,6.38029108,5,7,
Fe,2,317.03367800,8.00000000E+05,E,1.69526130,5.60488800,4,2,
Fe,1,317.13510800,1.85000000E+07,B,3.04686890,6.95524523,9,7,
Fe,1,317.16625900,2.75000000E+06,C+,2.48211840,6.39011087,3,5,
Fe,1,317.20839700,7.15000000E+05,C+,2.19786640,6.10533975,5,7,
Fe,2,317.50699000,1.00000000E+06,D,4.73176020,8.63555910,6,6,
Fe,2,317.53787800,1.90000000E-01,C+,0.00000000,3.90341906,10,8,M1
Fe,1,317.54444400,1.44000000E+07,B+,2.39920471,6.30254306,11,11,
Fe,1,317.63602700,5.90000000E+06,C+,2.60850194,6.51071489,5,3,
Fe,2,317.75337600,1.74000000E+07,C+,3.90341906,7.80419090,8,8,
Fe,1,317.80126800,1.28000000E+07,B+,2.39920471,6.29938878,11,9,
Fe,2,317.95045000,1.10000000E+07,D+,4.73176020,8.63011440,6,8,
Fe,2,318.01487000,8.00000000E+06,D+,4.73799450,8.63555910,4,6,
Fe,1,318.02232500,4.42000000E+07,B+,2.44955978,6.34703293,7,9,
Fe,1,318.07552000,1.23000000E+05,C+,0.08728574,3.98410712,5,5,
Fe,2,318.11705900,1.90000000E+06,D+,9.06861910,12.96493170,8,6,
Fe,1,318.15190700,1.84000000E+07,B,2.58810592,6.48399171,7,5,
Fe,1,318.19120900,1.78000000E+06,D+,2.46883473,6.36423934,5,5,
Fe,1,318.20556000,3.23000000E+06,C+,2.42543332,6.32066224,9,9,
Fe,1,318.29781000,1.42000000E+07,C+,2.19786640,6.09196644,5,7,
Fe,2,318.31136600,9.80000000E+05,C+,1.69526130,5.58919550,4,6,
Fe,1,318.48943900,2.35000000E+05,B,0.05156912,3.94332623,7,7,
Fe,2,318.53179400,3.00000000E+05,C+,1.72398297,5.61522263,2,4,
Fe,2,318.66618000,4.20000000E+06,D+,9.14399280,13.03359150,10,8,
Fe,2,318.67372100,3.90000000E+06,B,1.69526130,5.58476799,4,4,
Fe,2,318.72991200,5.00000000E+06,D+,4.14931647,8.03813750,10,10,
Fe,2,318.74764300,2.10000000E+06,D+,9.06861910,12.95722380,8,6,
Fe,1,318.85676300,5.00000000E+06,D+,2.39920471,6.28647868,11,11,
Fe,1,318.88187500,2.53000000E+07,B+,2.48211840,6.36908625,3,5,
Fe,2,318.91576100,6.20000000E+06,D+,8.95931420,12.84586900,12,10,
Fe,1,319.06494200,5.75000000E+06,C+,3.04686890,6.93160665,9,11,
Fe,1,319.08166000,5.55000000E+06,C+,3.04686890,6.93140310,9,9,
Fe,1,319.11110000,1.33000000E+06,C+,2.55917148,6.44334733,9,7,
Fe,1,319.16589300,2.37000000E+05,B,0.00000000,3.88350907,9,7,
Fe,2,319.20633900,5.00000000E+05,D,3.81430861,7.69732560,8,10,
Fe,1,319.28002100,5.01000000E+07,B+,2.48211840,6.36423934,3,5,
Fe,2,319.29101900,1.30000000E+06,C,1.67061856,5.55260578,6,6,
Fe,1,319.32256900,4.43000000E+05,B,0.00000000,3.88160368,9,9,
Fe,1,319.32996500,3.07000000E+07,B+,2.46883473,6.35034852,5,7,
Fe,2,319.38005700,5.40000000E+06,D+,1.72398297,5.60488800,2,2,
Fe,2,319.38572700,3.90000000E+06,B,3.81430861,7.69514470,8,8,
Fe,1,319.44238300,1.08000000E+07,B,2.46883473,6.34898259,5,3,
Fe,2,319.60714300,1.60000000E+06,C,1.67061856,5.54876624,6,8,
Fe,1,319.61220600,1.40000000E+07,B+,2.83252676,6.71061300,11,9,
Fe,1,319.69270800,5.97000000E+07,B+,2.42543332,6.30254306,9,11,
Fe,1,319.69864800,1.94000000E+05,B,0.05156912,3.92860683,7,5,
Fe,2,319.70053000,9.00000000E+05,D,5.82322475,9.70023960,6,8,
Fe,1,319.94993700,1.23000000E+05,C+,0.11011433,3.98410712,3,5,
Fe,1,319.95302000,2.23000000E+07,B+,2.42543332,6.29938878,9,9,
Fe,2,319.98328000,3.20000000E+06,D+,9.14399280,13.01758190,10,8,
Fe,1,320.07841000,5.90000000E+04,C+,0.08728574,3.95972364,5,3,
Fe,1,320.25556900,6.18000000E+06,B,3.04686890,6.91716472,9,7,
Fe,2,320.35023200,2.40000000E+05,D,5.95609042,9.82524260,6,4,
Fe,2,320.35167900,1.00000000E+05,E,3.90341906,7.77255380,8,6,
Fe,2,320.37552900,3.70000000E+05,D,5.95609042,9.82493710,6,4,
Fe,2,320.38246000,3.60000000E+06,D+,9.12567550,12.99443850,12,10,
Fe,1,320.53978900,9.77000000E+07,B+,2.48211840,6.34898259,3,3,
Fe,1,320.70750900,1.32000000E+06,C,2.39920471,6.26404671,11,13,
Fe,2,320.75802000,6.00000000E+05,E,5.91091290,9.77514630,4,2,
Fe,2,320.96114000,7.00000000E+05,D,4.47910423,8.34089230,4,4,
Fe,2,321.00404600,1.70000000E+06,D+,8.63011440,12.49138630,8,6,
Fe,1,321.02287900,1.15000000E+07,B+,2.42543332,6.28647868,9,11,
Fe,2,321.04452700,3.60000000E+06,B,1.72398297,5.58476799,2,4,
Fe,2,321.08266100,5.00000000E+05,D,5.87558748,9.73591400,4,6,
Fe,1,321.08287800,9.24000000E+07,B+,2.46883473,6.32915863,5,3,
Fe,2,321.10743000,2.10000000E+05,D+,3.94416230,7.80419090,6,8,
Fe,1,321.16067500,3.07000000E+06,C+,2.85122419,6.71061300,9,9,
Fe,1,321.19857700,4.64000000E+07,B,2.39920471,6.25813812,11,9,
Fe,2,321.30542700,4.40000000E+06,D+,8.30700700,12.16465720,6,4,
Fe,2,321.33089100,6.10000000E+06,C+,1.69526130,5.55260578,4,6,
Fe,1,321.37573000,1.09000000E+06,D+,3.01762252,6.87442890,7,9,
Fe,1,321.40111500,8.38000000E+07,B+,2.44955978,6.30606149,7,7,
Fe,1,321.40616800,1.18000000E+08,B,2.44955978,6.30600086,7,5,
Fe,1,321.43955900,2.22000000E+05,C+,0.08728574,3.94332623,5,7,
Fe,2,321.45733700,1.30000000E+07,D+,8.63555910,12.49138630,6,6,
Fe,2,321.46698500,6.00000000E-02,C,0.04770753,3.90341906,8,8,M1
Fe,1,321.59378000,6.19000000E+07,B+,2.46883473,6.32302612,5,5,
Fe,1,321.73768900,1.50000000E+07,B,2.39920471,6.25167222,11,9,
Fe,2,321.79956100,2.40000000E+06,D+,9.06861910,12.92034600,8,6,
Fe,1,321.95820200,4.64000000E+07,B+,2.44955978,6.29938878,7,9,
Fe,1,321.97657700,1.80000000E+04,C+,0.11011433,3.95972364,3,3,
Fe,1,321.98042500,3.61000000E+07,B,2.42543332,6.27499663,9,7,
Fe,1,322.19160300,1.22000000E+07,C+,2.48211840,6.32915863,3,3,
Fe,1,322.20671300,8.65000000E+07,B+,2.39920471,6.24606454,11,11,
Fe,2,322.29237000,5.50000000E+06,D+,9.12567550,12.97151300,12,14,
Fe,2,322.31795400,4.00000000E+06,D+,9.06220720,12.90773940,10,8,
Fe,1,322.32679800,3.10000000E+04,D+,1.48486439,5.33029109,9,11,
Fe,2,322.34005000,1.00000000E+07,D+,9.14399280,12.98926150,10,12,
Fe,2,322.45433100,2.94000000E-02,C+,0.04770753,3.89161339,8,6,M1
Fe,2,322.45456700,7.30000000E+06,D+,8.94781610,12.79171920,4,6,
Fe,1,322.56060900,4.65000000E+05,C,2.43269470,6.27533411,11,9,
Fe,1,322.57870900,1.18000000E+08,B+,2.39920471,6.24162851,11,13,
Fe,1,322.60129900,6.59000000E+05,C+,2.55917148,6.40132623,9,11,
Fe,2,322.63794800,1.30000000E+06,D,5.57055201,9.41227030,6,6,
Fe,1,322.70604200,4.52000000E+06,B,2.48211840,6.32302612,3,5,
Fe,2,322.77431400,8.90000000E+06,C,1.67061856,5.51071390,6,8,
Fe,1,322.77952100,4.96000000E+07,B,2.42543332,6.26546671,9,7,
Fe,1,322.82487400,3.72000000E+07,C+,2.46883473,6.30832866,5,3,
Fe,1,322.85974000,1.74000000E+06,D+,3.23672008,7.07579940,13,13,
Fe,1,322.91200900,1.67000000E+05,C+,0.12126572,3.95972364,1,3,
Fe,1,322.99906500,1.06000000E+07,B+,3.04686890,6.88429230,9,11,
Fe,1,323.01561800,1.51000000E+06,C+,2.46883473,6.30606149,5,7,
Fe,1,323.02072200,2.06000000E+07,C+,2.46883473,6.30600086,5,5,
Fe,1,323.09634900,3.70000000E+07,D+,2.44955978,6.28582776,7,5,
Fe,2,323.17073600,1.40000000E+06,D+,3.89161339,7.72699840,6,8,
Fe,2,323.23221100,4.50000000E+06,D+,9.05765480,12.89231040,6,8,
Fe,2,323.27897400,5.00000000E+06,D+,4.15363129,7.98773220,8,6,
Fe,1,323.30516000,4.19000000E+07,B+,3.23672008,7.07051050,13,15,
Fe,1,323.39673600,2.08000000E+07,B,2.42543332,6.25813812,9,9,
Fe,1,323.46128800,1.15000000E+05,B,0.05156912,3.88350907,7,7,
Fe,1,323.62221100,2.18000000E+05,B,0.05156912,3.88160368,7,9,
Fe,2,323.68355200,1.40000000E+07,D+,8.63011440,12.45942320,8,8,
Fe,2,323.74014000,1.80000000E+06,D,3.88869686,7.71733630,4,4,
Fe,2,323.78205700,6.80000000E+06,D+,3.88919250,7.71733630,2,4,
Fe,1,323.94325800,2.95000000E+07,B,2.42543332,6.25167222,9,9,
Fe,1,323.94568300,6.74000000E+06,C+,2.48211840,6.30832866,3,3,
Fe,2,324.16859100,1.90000000E+05,E,3.90341906,7.72699840,8,8,
Fe,1,324.31072300,4.81000000E+05,C,2.45343044,6.27533411,9,9,
Fe,2,324.37251800,5.10000000E+06,D+,4.14931647,7.97049210,10,8,
Fe,2,324.41825400,2.53000000E-02,C+,0.08278213,3.90341906,6,8,M1
Fe,1,324.41873800,3.06000000E+07,B+,2.42543332,6.24606454,9,11,
Fe,2,324.57474500,7.30000000E+06,D+,8.95644050,12.77523530,6,8,
Fe,1,324.59652900,1.55000000E+05,B,0.91460217,4.73314079,9,7,
Fe,1,324.60045000,1.68000000E+05,B,0.11011433,3.92860683,3,5,
Fe,1,324.64804500,2.50000000E+06,B,2.58810592,6.40603863,7,9,
Fe,1,324.69606500,1.09000000E+07,B,2.19786640,6.01523448,5,3,
Fe,2,324.71770100,7.10000000E+06,D+,3.88869686,7.70581060,4,6,
Fe,1,324.72099800,1.69000000E+06,C+,2.60850194,6.42557692,5,7,
Fe,2,324.73922300,6.00000000E+05,D,4.15363129,7.97049210,8,8,
Fe,1,324.82039900,1.92000000E+07,B,2.44955978,6.26546671,7,7,
Fe,1,325.06230300,3.83000000E+06,B,2.17594512,5.98901244,7,5,
Fe,1,325.07589000,2.85000000E+06,B,3.26711257,7.08002060,11,11,
Fe,1,325.29143100,2.20000000E+06,B,2.55917148,6.36955305,9,11,
Fe,1,325.35991000,1.62000000E+07,B,3.25148176,7.06106140,7,9,
