#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type
Fe,2,325.42383900,1.01000000E-01,C+,0.08278213,3.89161339,6,6,M1
Fe,1,325.43618000,4.24000000E+07,B+,3.26711257,7.07579940,11,13,
Fe,1,325.47237400,5.73000000E+05,D+,2.69240763,6.50067093,11,13,
Fe,2,325.58876600,2.78000000E+05,B,0.98633380,4.79323577,8,8,
Fe,2,325.67322500,1.05000000E-03,C,0.08278213,3.88869686,6,4,M1
Fe,1,325.72348000,4.76000000E+06,C+,2.99035244,6.79568000,9,9,
Fe,2,325.73633900,1.50000000E+05,E,3.96737644,7.77255380,8,6,
Fe,1,325.75925600,8.94000000E+06,C,2.17594512,5.98085478,7,5,
Fe,2,325.87730700,9.40000000E+06,B,3.89161339,7.69514470,6,8,
Fe,2,325.90515300,6.70000000E+06,D+,3.90341906,7.70662540,8,10,
Fe,1,325.99892500,2.99000000E+06,B,2.44955978,6.25167222,7,9,
Fe,1,326.45122900,1.01000000E+07,C+,2.19786640,5.99471113,5,3,
Fe,1,326.50466800,8.89000000E+04,C+,0.08728574,3.88350907,5,7,
Fe,1,326.56163400,3.06000000E+07,B,2.17594512,5.97150625,7,5,
Fe,2,326.69360500,4.50000000E+05,D,3.76769941,7.56172730,10,10,
Fe,2,326.70405500,2.00000000E+04,E,3.90341906,7.69732560,8,10,
Fe,1,326.82329800,6.06000000E+06,B,2.22271209,6.01523448,3,3,
Fe,2,326.85154800,7.00000000E+05,D,4.15363129,7.94582590,8,6,
Fe,2,326.97679600,5.20000000E+05,C,4.14931647,7.94005850,10,8,
Fe,1,327.09998000,6.40000000E+07,D+,2.19786640,5.98718095,5,3,
Fe,1,327.14847100,8.47000000E+06,C+,3.25148176,7.04023466,7,7,
Fe,1,327.16828900,1.52000000E+05,C+,1.48486439,5.27338780,9,7,
Fe,1,327.25953100,4.50000000E+04,C,1.55735733,5.34482452,7,9,
Fe,2,327.34941500,8.50000000E+05,C+,4.15363129,7.94005850,8,8,
Fe,2,327.50200300,4.91000000E-02,C+,0.10695023,3.89161339,4,6,M1
Fe,1,327.64699700,3.16000000E+06,C,2.19786640,5.98085478,5,5,
Fe,2,327.66018000,1.00000000E+06,D+,3.94416230,7.72699840,6,8,
Fe,2,327.71163300,3.52000000E-02,C+,0.10695023,3.88919250,4,2,M1
Fe,2,327.73490900,3.30000000E+05,B,0.98633380,4.76830747,8,10,
Fe,2,327.75458500,1.34000000E-01,C+,0.10695023,3.88869686,4,4,M1
Fe,2,327.96463700,5.80000000E+05,C+,4.14931647,7.92864110,10,10,
Fe,1,328.02599000,4.21000000E+07,B+,3.30140276,7.08002060,9,11,
Fe,2,328.12928200,2.31000000E+05,B,1.04046986,4.81789820,6,6,
Fe,1,328.28904000,3.42000000E+07,B,3.27398440,7.04957450,3,5,
Fe,1,328.45871300,5.64000000E+06,B,2.19786640,5.97150625,5,5,
Fe,2,328.54088800,4.00000000E+04,E,1.07624119,4.84893721,4,2,
Fe,1,328.67527800,5.99000000E+07,B,2.17594512,5.94709859,7,7,
Fe,1,328.89656600,1.10000000E+06,C+,2.19786640,5.96648265,5,7,
Fe,2,328.93538100,2.10000000E+06,D+,3.81430861,7.58248020,8,8,
Fe,2,328.94566500,1.89000000E-01,C+,0.12113874,3.88919250,2,2,M1
Fe,2,328.98894000,5.40000000E-02,C+,0.12113874,3.88869686,2,4,M1
Fe,1,329.09881100,7.58000000E+06,C+,2.22271209,5.98901244,3,5,
Fe,1,329.20206000,5.77000000E+07,B+,3.25148176,7.01660092,7,9,
Fe,1,329.25893000,3.00000000E+07,D+,2.22271209,5.98718095,3,3,
Fe,1,329.31401900,6.70000000E+04,C+,1.60789577,5.37173492,5,7,
Fe,2,329.52373900,3.60000000E+05,D,3.89161339,7.65305720,6,8,
Fe,2,329.58180500,2.04000000E+05,B,1.07624119,4.83702231,4,4,
Fe,2,329.78790000,1.00000000E+06,D,3.94416230,7.70259320,6,4,
Fe,1,329.81319800,9.01000000E+06,C,2.22271209,5.98085478,3,5,
Fe,2,330.00886000,5.80000000E+06,D+,9.41227030,13.16818490,6,6,
Fe,2,330.28575500,2.80000000E+04,C+,1.04046986,4.79323577,6,8,
Fe,2,330.34650300,6.50000000E+04,C,1.09686139,4.84893721,2,2,
Fe,1,330.35686700,1.46000000E+06,D+,3.01762252,6.76958063,7,7,
Fe,2,330.44280000,2.00000000E+05,D+,3.94416230,7.69514470,6,8,
Fe,1,330.59706500,4.05000000E+07,B,2.19786640,5.94709859,5,7,
Fe,1,330.63420000,5.74000000E+07,B,3.04686890,6.79568000,9,9,
Fe,1,330.63569500,4.84000000E+07,B,2.22271209,5.97150625,3,5,
Fe,2,330.71434000,5.00000000E+05,D,9.94080570,13.68870840,4,4,
Fe,1,330.72333000,1.97000000E+07,B+,3.23672008,6.98452090,13,13,
Fe,1,331.03412000,3.78000000E+06,C+,2.94879294,6.69307530,11,11,
Fe,1,331.04902700,6.17000000E+06,C+,3.25148176,6.99559552,7,9,
Fe,2,331.30902000,5.10000000E+06,D+,9.37331700,13.11449270,8,8,
Fe,2,331.39891100,1.40000000E+04,E,1.09686139,4.83702231,2,4,
Fe,1,331.47413100,7.25000000E+07,B+,3.30092244,7.04023466,5,7,
Fe,1,331.71209300,3.11000000E+06,B,2.27860466,6.01523448,5,3,
Fe,1,331.92527800,3.73000000E+06,C,2.99035244,6.72458242,9,9,
Fe,1,332.24732500,8.21000000E+06,B,2.93984587,6.67045638,9,11,
Fe,2,332.30623600,1.40000000E+06,D+,3.96737644,7.69732560,8,10,
Fe,1,332.37359800,2.80000000E+07,D+,2.83159117,6.56078442,5,5,
Fe,1,332.45360300,1.72000000E+06,B,2.40407444,6.13237029,13,11,
Fe,2,332.50065300,3.40000000E+05,C,3.96737644,7.69514470,8,8,
Fe,1,332.54644500,2.37000000E+06,C+,2.45343044,6.18068544,9,7,
Fe,1,332.88659200,2.21000000E+07,B+,3.26711257,6.99055915,11,11,
Fe,1,333.16110300,1.78000000E+06,B,2.43269470,6.15307342,11,9,
Fe,1,333.42175400,4.91000000E+05,C+,2.43269470,6.15016512,11,11,
Fe,1,333.57686900,7.48000000E+06,C+,2.84504259,6.56078442,3,5,
Fe,1,333.62568500,4.91000000E+06,C+,3.30140276,7.01660092,9,9,
Fe,1,333.76648100,6.06000000E+06,B,2.69240763,6.40603863,11,9,
Fe,1,333.91938500,1.37000000E+06,B,2.45343044,6.16536100,9,9,
Fe,2,333.96906000,6.40000000E+06,D+,9.00753860,12.71891700,10,12,
Fe,1,334.05643200,4.95000000E+06,B,2.27860466,5.98901244,5,5,
Fe,1,334.19056400,3.02000000E+06,C+,2.69240763,6.40132623,11,11,
Fe,1,334.22920100,9.42000000E+06,C+,2.84504259,6.55353246,3,3,
Fe,1,334.79252700,4.91000000E+06,C,2.27860466,5.98085478,5,5,
Fe,1,335.15214000,1.57000000E+06,C+,2.19786640,5.89614419,5,3,
Fe,1,335.17437800,2.19000000E+06,B,2.72754450,6.42557692,9,7,
Fe,1,335.32600000,4.09000000E+05,D+,2.43269470,6.12905507,11,13,
Fe,1,335.40591000,1.34000000E+07,B,2.85805275,6.55353246,1,3,
Fe,1,335.52276000,2.59000000E+07,C+,3.30140276,6.99559552,9,9,
Fe,1,335.64007800,1.56000000E+06,C+,2.27860466,5.97150625,5,5,
Fe,2,336.01114000,2.10000000E+05,D,4.08030550,7.76912910,12,12,
Fe,2,336.69652000,2.20000000E+06,D+,5.56875734,9.25007220,8,6,
Fe,2,336.73963000,6.60000000E+06,D+,9.63887080,13.31971440,6,4,
Fe,1,336.95471000,2.15000000E+07,B,2.72754450,6.40603863,9,9,
Fe,1,337.07830400,2.89000000E+07,B,2.69240763,6.36955305,11,11,
Fe,1,337.20734400,1.30000000E+06,B,2.17594512,5.85168345,7,5,
Fe,1,337.38694000,2.82000000E+05,C,2.72754450,6.40132623,9,11,
Fe,1,337.90177400,4.59000000E+06,B,2.17594512,5.84412959,7,5,
Fe,1,338.01098700,1.66000000E+07,B,2.75857762,6.42557692,7,7,
Fe,2,338.09996000,3.00000000E+06,D+,5.57055201,9.23658630,6,4,
Fe,1,338.13335000,2.71000000E+06,C,2.84504259,6.51071489,3,3,
Fe,1,338.24018700,7.97000000E+05,C+,2.17594512,5.84045966,7,9,
Fe,1,338.36914400,8.33000000E+06,B,2.19786640,5.86098438,5,3,
Fe,1,338.39787100,6.52000000E+06,B,2.17594512,5.83875215,7,7,
Fe,2,338.81402400,4.00000000E+04,E,3.90341906,7.56172730,8,10,
Fe,1,339.23050200,9.93000000E+06,C+,2.19786640,5.85168345,5,5,
Fe,1,339.26521300,1.88000000E+07,B,2.17594512,5.82938837,7,7,
Fe,1,339.40772100,4.82000000E+05,C+,2.45343044,6.10533975,9,7,
Fe,1,339.45830400,8.70000000E+06,B,2.19786640,5.84923154,5,3,
Fe,2,339.53320800,3.70000000E+05,C,4.15363129,7.80419090,8,8,
Fe,1,339.69754000,4.33000000E+05,D+,0.95815732,4.60695104,7,5,
Fe,1,339.76376400,1.29000000E+05,D,0.99011115,4.63819369,5,3,
Fe,1,339.82166000,6.15000000E+05,C+,2.75857762,6.40603863,7,9,
Fe,2,339.83576600,2.50000000E+05,D,4.07605998,7.72336960,14,14,
Fe,1,339.93329900,2.76000000E+07,B,2.19786640,5.84412959,5,5,
Fe,1,340.15183700,7.19000000E+05,C+,0.91460217,4.55852281,9,7,
Fe,1,340.22556000,2.19000000E+07,C+,3.23672008,6.87985120,13,13,
Fe,1,340.32895000,3.98000000E+06,C+,2.83159117,6.47361547,5,7,
Fe,1,340.36481700,1.80000000E-01,D,0.00000000,3.64164057,9,7,M1
Fe,1,340.42700000,3.02000000E+05,C,1.01105568,4.65203107,3,5,
Fe,1,340.43538200,1.09000000E+07,B,2.19786640,5.83875215,5,7,
Fe,1,340.64368000,2.70000000E+07,D+,3.27398440,6.91264390,3,5,
Fe,1,340.67993300,2.08000000E+07,B,2.22271209,5.86098438,3,3,
Fe,1,340.74593700,6.09000000E+07,B,2.17594512,5.81351269,7,9,
Fe,1,340.75319600,1.88000000E+06,B,2.17594512,5.81343520,7,5,
Fe,1,341.01690000,5.07000000E+07,C+,3.41489715,7.04957450,3,5,
Fe,1,341.08947900,3.10000000E+04,D+,0.91460217,4.54850612,9,9,
Fe,1,341.13531500,6.00000000E+06,D+,2.72754450,6.36096020,9,9,
Fe,1,341.31321300,3.23000000E+07,B,2.19786640,5.82938837,5,7,
Fe,1,341.55311100,4.64000000E+06,C+,2.22271209,5.85168345,3,5,
Fe,2,341.60163800,2.60000000E+05,E,2.27642922,5.90488507,4,2,
Fe,1,341.78404400,4.01000000E+07,B,2.22271209,5.84923154,3,3,
Fe,1,341.85070000,9.88000000E+07,B,2.22271209,5.84852446,3,1,
Fe,1,342.26557300,1.38000000E+07,B,2.22271209,5.84412959,3,5,
Fe,1,342.42841800,1.61000000E+07,B,2.17594512,5.79564049,7,7,
Fe,1,342.50100000,2.57000000E+07,C+,3.04686890,6.66579718,9,7,
Fe,2,342.55766600,2.10000000E+04,E,1.67061856,5.28894824,6,8,
Fe,1,342.63249100,4.52000000E+06,B,2.27860466,5.89614419,5,3,
Fe,1,342.63792800,9.99000000E+05,B,0.99011115,4.60759327,5,7,
Fe,1,342.66279200,1.94000000E+07,B,2.19786640,5.81508605,5,3,
Fe,1,342.66657000,1.07000000E+07,B,3.26711257,6.88429230,11,11,
Fe,1,342.69877200,2.83000000E+05,D+,0.99011115,4.60695104,5,5,
Fe,1,342.71193000,5.04000000E+07,B,2.17594512,5.79264615,7,9,
Fe,1,342.81925400,1.71000000E+07,B,2.19786640,5.81343520,5,5,
Fe,2,342.82275500,5.00000000E+05,D,5.48413599,9.09966790,10,10,
Fe,1,343.18115200,5.53000000E+06,B,2.83159117,6.44334733,5,7,
Fe,2,343.61076700,6.00000000E+05,D,3.96737644,7.57461700,8,6,
Fe,2,343.79461500,7.00000000E+05,D,9.41227030,13.01758190,6,8,
Fe,1,344.06054700,1.71000000E+07,B,0.00000000,3.60252504,9,7,
Fe,1,344.09883500,1.24000000E+07,B,0.05156912,3.65369332,7,5,
Fe,2,344.19062900,3.30000000E+05,D,5.51071390,9.11187750,8,8,
Fe,2,344.22212900,3.20000000E+05,D,3.96737644,7.56821050,8,6,
Fe,1,344.23616300,4.55000000E+06,B,2.27860466,5.87929188,5,5,
Fe,1,344.26692600,1.75000000E+05,C,0.95815732,4.55852281,7,7,
Fe,1,344.38762400,7.92000000E+06,B,0.08728574,3.68638944,5,3,
Fe,1,344.51490100,2.34000000E+07,B,2.19786640,5.79564049,5,7,
Fe,1,344.72778200,1.07000000E+07,B,2.19786640,5.79341882,5,5,
Fe,1,345.03279900,2.34000000E+07,B,2.22271209,5.81508605,3,3,
Fe,1,345.16134000,5.08000000E+06,B,2.42419831,6.01523448,3,3,
Fe,1,345.19143400,1.13000000E+07,B,2.22271209,5.81343520,3,5,
Fe,1,345.22742300,7.49000000E+05,B,0.95815732,4.54850612,7,9,
Fe,1,345.25409400,5.20000000E-02,D,0.05156912,3.64164057,7,7,M1
Fe,2,345.36159800,8.00000000E+05,D+,5.51071390,9.09966790,8,10,
Fe,1,345.43385600,2.10000000E-02,D,0.05156912,3.63977237,7,5,M1
Fe,2,345.69277800,7.00000000E+05,D,3.90341906,7.48893480,8,6,
Fe,1,345.83031000,2.92000000E+07,B,2.42419831,6.00828827,3,1,
Fe,1,345.94261000,1.45000000E+06,C+,2.69240763,6.27533411,11,9,
Fe,1,345.99141000,2.17000000E+07,B,3.01725044,6.59967157,5,3,
Fe,1,345.99541200,4.77000000E+05,D+,2.27860466,5.86098438,5,3,
Fe,1,346.33015100,1.50000000E+05,E,1.48486439,5.06378173,9,7,
Fe,2,346.39637000,8.00000000E+03,E,1.67061856,5.24885175,6,6,
Fe,2,346.44974700,2.20000000E+05,D,4.14931647,7.72699840,10,8,
Fe,1,346.58603500,1.19000000E+07,B,0.11011433,3.68638944,3,3,
Fe,1,346.62800000,9.50000000E+04,C+,2.40407444,5.97991659,13,11,
Fe,1,346.64982800,1.24000000E+05,C,0.85899575,4.43461275,11,9,
Fe,2,346.86809600,2.00000000E+06,D+,4.15363129,7.72699840,8,8,
Fe,1,346.88443200,2.61000000E+06,B,2.55917148,6.13237029,9,11,
Fe,1,346.90120000,8.58000000E+06,B,3.30140276,6.87442890,9,9,
Fe,1,346.98302900,2.19000000E+06,C,2.60850194,6.18068544,5,7,
Fe,1,347.12653900,3.98000000E+06,C+,2.22271209,5.79341882,3,5,
Fe,1,347.13430100,7.36000000E+06,C+,2.27860466,5.84923154,5,3,
Fe,1,347.54499700,9.75000000E+06,B,0.08728574,3.65369332,5,5,
Fe,1,347.56506800,8.61000000E+06,C+,2.17594512,5.74214676,7,5,
Fe,2,347.57408100,1.70000000E+04,E,1.67061856,5.23672772,6,8,
Fe,1,347.63442000,2.70000000E+07,D+,3.60252504,7.16801526,7,7,
Fe,1,347.67015700,5.72000000E+06,B,0.12126572,3.68638944,1,3,
Fe,1,347.68539300,3.21000000E+06,B+,2.58810592,6.15307342,7,9,
Fe,2,348.24180300,6.00000000E+05,D,5.55260578,9.11187750,6,8,
Fe,1,348.30069800,1.45000000E+05,B,0.91460217,4.47327202,9,7,
Fe,1,348.48492000,1.34000000E+05,C+,2.45343044,6.01021907,9,7,
Fe,1,348.49787300,1.84000000E+06,D+,2.42419831,5.98085478,3,5,
Fe,1,348.53403000,1.30000000E+07,C+,2.19786640,5.75415389,5,3,
Fe,1,348.72355100,2.00000000E-03,E,0.08728574,3.64164057,5,7,E2
Fe,1,348.72355100,3.70000000E-02,D,0.08728574,3.64164057,5,7,M1
Fe,2,348.79856300,1.70000000E+04,E,1.69526130,5.24885175,4,6,
Fe,1,348.90694400,8.30000000E-02,D,0.08728574,3.63977237,5,5,M1
Fe,1,348.96673000,7.47000000E+06,B,2.94879294,6.50067093,11,13,
Fe,1,349.05735200,6.14000000E+06,B,0.05156912,3.60252504,7,7,
Fe,2,349.06268900,4.20000000E+05,D,5.54876624,9.09966790,8,10,
Fe,1,349.32811000,9.40000000E+04,E,1.48486439,5.03306811,9,9,
Fe,2,349.34726700,3.20000000E+06,D+,4.14931647,7.69732560,10,10,
Fe,1,349.36889000,8.59000000E+05,C,2.72754450,6.27533411,9,9,
Fe,2,349.41538500,4.00000000E+05,D,5.55260578,9.09992330,6,6,
Fe,2,349.46680800,7.00000000E+04,E,2.27642922,5.82322475,4,6,
Fe,1,349.52862500,9.46000000E+06,B,2.55917148,6.10533975,9,7,
Fe,2,349.56214100,2.60000000E+05,C+,4.14931647,7.69514470,10,8,
Fe,2,349.63476600,5.00000000E+05,D,5.58476799,9.12985980,4,4,
Fe,1,349.71032200,9.02000000E+06,B,2.17594512,5.72027099,7,7,
Fe,1,349.71481100,4.29000000E+06,C+,2.19786640,5.74214676,5,5,
Fe,1,349.78403200,3.08000000E+06,B,0.11011433,3.65369332,3,5,
Fe,2,349.98804500,4.30000000E+05,C+,4.15363129,7.69514470,8,8,
Fe,1,350.05647000,5.28000000E+06,C+,2.58810592,6.12892712,7,5,
Fe,2,350.34671000,3.00000000E+04,E,1.72398297,5.26187092,2,2,
Fe,1,350.48605800,2.94000000E+06,C+,2.27860466,5.81508605,5,3,
Fe,1,350.50582000,1.77000000E+07,B,3.01725044,6.55353246,5,3,
Fe,1,350.64974800,7.35000000E+06,B,2.27860466,5.81343520,5,5,
Fe,2,350.73949000,4.00000000E+04,E,2.34166141,5.87558748,2,4,
Fe,2,350.82044300,1.20000000E+04,E,1.72398297,5.25709365,2,4,
Fe,1,350.84739000,6.46000000E+06,B+,2.99035244,6.52319179,9,11,
Fe,1,350.85179600,2.07000000E+06,B,2.55917148,6.09196644,9,7,
Fe,1,350.91178500,5.00000000E+05,E,2.83252676,6.36471779,11,9,
Fe,1,350.98624000,1.70000000E+06,E,2.22271209,5.75415389,3,3,
Fe,1,351.04388000,6.24000000E+06,B,2.48437256,6.01523448,1,3,
Fe,1,351.16361800,7.00000000E-02,D,0.11011433,3.63977237,3,5,M1
Fe,1,351.17380800,2.50000000E+05,E,2.55917148,6.08872711,9,9,
Fe,1,351.22244400,2.51000000E+06,C+,2.85122419,6.38029108,9,7,
Fe,1,351.30547200,3.80000000E+05,E,1.55735733,5.08559017,7,5,
Fe,1,351.38174600,3.40000000E+06,A,0.85899575,4.38646275,11,11,
Fe,1,351.46276100,4.72000000E+05,B,2.40407444,5.93072834,13,11,
Fe,1,351.61713700,1.00000000E-01,D,0.11011433,3.63521992,3,3,M1
Fe,2,351.63048700,8.00000000E+05,D,5.60488800,9.12985980,2,4,
Fe,1,351.64086000,3.60000000E+06,E,3.01762252,6.54249030,7,9,
Fe,1,351.65564100,6.82000000E+06,B,2.86539125,6.39011087,7,5,
Fe,2,351.85905900,3.60000000E+05,D,5.58919550,9.11187750,6,8,
Fe,1,351.86826200,2.35000000E+06,C+,2.87550352,6.39809335,5,7,
Fe,1,351.88676600,8.51000000E+05,B,2.19786640,5.72027099,5,7,
Fe,1,352.08463000,1.50000000E+06,C+,2.60850194,6.12892712,5,5,
Fe,1,352.12609700,6.14000000E+06,B+,0.91460217,4.43461275,9,9,
Fe,1,352.18371900,3.51000000E+06,C+,2.22271209,5.74214676,3,5,
Fe,1,352.22679000,5.03000000E+06,B,2.83252676,6.35153108,11,11,
Fe,1,352.28993200,3.51000000E+06,C+,2.87550352,6.39387714,5,7,
Fe,1,352.33084000,1.06000000E+07,C+,2.87550352,6.39346861,5,3,
Fe,1,352.40739000,9.90000000E+06,D,2.58810592,6.10530689,7,5,
Fe,1,352.42393800,5.04000000E+06,B,2.27860466,5.79564049,5,7,
Fe,1,352.60405600,1.14000000E+06,B,0.08728574,3.60252504,5,7,
Fe,2,352.61248400,6.00000000E+05,D,5.58476799,9.09992330,4,6,
Fe,1,352.61655600,4.14000000E+06,B+,0.95815732,4.47327202,7,7,
Fe,1,352.62378200,1.70000000E+07,B+,2.86539125,6.38043390,7,9,
Fe,1,352.63811200,4.13000000E+07,B+,2.86539125,6.38029108,7,7,
Fe,1,352.64670700,1.29000000E+07,B,2.27860466,5.79341882,5,5,
Fe,1,352.66745800,5.26000000E+07,B+,2.87550352,6.39011087,5,5,
Fe,1,352.73301100,8.90000000E-02,D,0.12126572,3.63521992,1,3,M1
Fe,1,352.77925400,2.17000000E+07,B+,2.85122419,6.36471779,9,9,
Fe,1,352.98196000,7.75000000E+07,B,2.88199261,6.39346861,3,3,
Fe,1,353.03866300,4.65000000E+06,D+,2.80829367,6.31920567,13,13,
Fe,1,353.14372100,6.65000000E+05,C+,2.43269470,5.94256226,11,9,
Fe,1,353.30064000,8.52000000E+07,B,2.88515991,6.39346861,1,3,
Fe,1,353.31981800,8.25000000E+07,B+,2.88199261,6.39011087,3,5,
Fe,1,353.45247000,2.20000000E+06,C+,3.57321890,7.08002060,11,11,
Fe,1,353.49050300,1.10000000E+05,E,1.55735733,5.06378173,7,7,
Fe,1,353.65559900,9.95000000E+07,B+,2.87550352,6.38029108,5,7,
Fe,1,353.74916900,2.27000000E+06,B,2.58810592,6.09196644,7,7,
Fe,1,353.77287000,1.33000000E+07,C+,2.60850194,6.11212776,5,3,
Fe,1,353.78946900,8.00000000E+06,E,2.83252676,6.33598817,11,11,
Fe,1,354.01208800,9.48000000E+06,C+,2.86539125,6.36664959,7,9,
Fe,1,354.07091800,2.45000000E+05,C+,0.91460217,4.41527878,9,7,
Fe,1,354.10831800,8.65000000E+07,B+,2.85122419,6.35153108,9,11,
Fe,1,354.20752500,9.51000000E+07,B+,2.86539125,6.36471779,7,9,
Fe,1,354.33844700,4.88000000E+05,C+,2.43269470,5.93072834,11,11,
Fe,1,354.36751000,1.60000000E+07,E,3.41489715,6.91264390,3,5,
Fe,1,354.46295600,1.60000000E+06,E,2.60850194,6.10530689,5,5,
Fe,1,354.56397100,2.05000000E+07,B+,2.85122419,6.34703293,9,9,
Fe,1,354.71937000,7.13000000E+06,B,3.30140276,6.79568000,9,9,
Fe,1,354.98643300,6.10000000E+05,E,1.60789577,5.09954435,5,3,
Fe,1,355.21055000,4.80000000E+06,E,3.07133880,6.56078442,3,5,
Fe,1,355.28282100,1.74000000E+07,B+,2.87550352,6.36423934,5,5,
Fe,1,355.28547000,5.91000000E+06,C+,3.11096179,6.59967157,1,3,
Fe,1,355.37382000,1.09000000E+08,B,3.57321890,7.06106140,11,9,
Fe,1,355.41178500,6.57000000E+05,B+,0.95815732,4.44562726,7,5,
Fe,1,355.45013800,9.87000000E+06,B,2.88199261,6.36908625,3,5,
Fe,1,355.49241900,1.40000000E+08,B+,2.83252676,6.31920567,11,13,
Fe,1,355.66804500,3.15000000E+06,B,2.86539125,6.35034852,7,7,
Fe,1,355.68777300,4.10000000E+07,D,2.85122419,6.33598817,9,11,
Fe,1,355.85148200,1.77000000E+07,B+,0.99011115,4.47327202,5,7,
Fe,1,355.95033000,2.20000000E+07,D+,3.07133880,6.55353246,3,3,
Fe,1,356.06969100,7.40000000E+06,D+,3.25148176,6.73250811,7,9,
Fe,1,356.45148900,2.50000000E+05,D+,2.45343044,5.93072834,9,11,
Fe,1,356.45567000,6.39000000E+05,B,2.45343044,5.93068755,9,7,
Fe,1,356.53787300,4.29000000E+07,B+,0.95815732,4.43461275,7,9,
Fe,1,356.63084000,3.30000000E+06,E,2.27860466,5.75415389,5,3,
Fe,1,356.70311700,8.34000000E+06,B+,2.87550352,6.35034852,5,7,
Fe,1,356.73682300,4.71000000E+05,C+,2.45343044,5.92794713,9,9,
Fe,1,356.84339300,5.32000000E+06,C+,2.87550352,6.34898259,5,3,
Fe,1,356.88227300,6.72000000E+06,C,3.25148176,6.72458242,7,9,
Fe,1,356.89741000,4.64000000E+06,B+,2.69240763,6.16536100,11,9,
Fe,1,357.00097700,6.03000000E+06,B,2.42419831,5.89614419,3,3,
Fe,1,357.00974800,6.76000000E+07,A,0.91460217,4.38646275,9,11,
Fe,1,357.12236300,2.30000000E+05,E,1.48486439,4.95563019,9,7,
Fe,1,357.19949900,2.89000000E+07,B+,2.83252676,6.30254306,11,11,
Fe,1,357.25903700,3.31000000E+06,C,2.85122419,6.32066224,9,9,
Fe,1,357.33936200,1.05000000E+07,D+,3.30092244,6.76958063,5,7,
Fe,1,357.38288000,2.41000000E+06,B,2.40407444,5.87231021,13,13,
Fe,1,357.38885200,5.73000000E+07,B+,3.30140276,6.76958063,9,7,
Fe,1,357.51130700,1.60000000E+07,B,2.88199261,6.34898259,3,3,
Fe,1,357.52450200,7.43000000E+06,C+,2.83252676,6.29938878,11,9,
Fe,1,357.53696000,3.06000000E+07,B,3.01725044,6.48399171,5,5,
Fe,1,357.67580300,8.80000000E+06,E,3.26711257,6.73250811,11,9,
Fe,1,357.83822000,7.82000000E+06,C+,2.88515991,6.34898259,1,3,
Fe,1,357.86721100,1.80000000E+06,E,2.27860466,5.74214676,5,5,
Fe,1,358.11928000,1.02000000E+08,A,0.85899575,4.32010008,11,13,
Fe,1,358.16465800,3.21000000E+06,C+,2.69240763,6.15307342,11,9,
Fe,1,358.18069900,8.68000000E+06,C+,3.07133880,6.53184961,3,5,
Fe,1,358.21995000,2.35000000E+07,B,3.23672008,6.69685175,13,11,
Fe,1,358.25661200,2.44000000E+05,C,2.45343044,5.91320801,9,7,
Fe,1,358.46592000,3.29000000E+07,B+,2.69240763,6.15016512,11,11,
Fe,1,358.47862900,1.56000000E+07,B,2.86539125,6.32302612,7,5,
Fe,1,358.49574000,6.74000000E+07,B+,3.26711257,6.72458242,11,9,
Fe,1,358.51898000,3.19000000E+06,B,2.94879294,6.40603863,11,9,
Fe,1,358.53186900,1.17000000E+07,B+,0.95815732,4.41527878,7,7,
Fe,1,358.57051300,3.75000000E+06,A,0.91460217,4.37135106,9,9,
Fe,1,358.61135000,7.02000000E+07,B+,3.23672008,6.69307530,13,11,
Fe,1,358.67384500,3.62000000E+06,C,2.80829367,6.26404671,13,13,
Fe,1,358.69843800,1.66000000E+07,B+,0.99011115,4.44562726,5,5,
Fe,1,358.72388500,7.73000000E+06,C,2.86539125,6.32066224,7,9,
Fe,1,358.85264200,7.21000000E+06,C,2.93984587,6.39387714,9,7,
Fe,1,358.86088600,1.19000000E+07,B,2.83252676,6.28647868,11,11,
Fe,1,358.89172800,2.15000000E+07,C+,2.87550352,6.32915863,5,3,
Fe,1,358.91046300,3.61000000E+05,A,0.85899575,4.31247059,11,11,
Fe,1,358.94516800,1.05000000E+07,B,2.72754450,6.18068544,9,7,
Fe,1,358.96035100,9.28000000E+05,C+,2.99035244,6.44334733,9,7,
Fe,1,359.00834000,9.23000000E+05,C+,2.94879294,6.40132623,11,11,
Fe,1,359.13467300,7.80000000E+05,E,2.85122419,6.30254306,9,11,
Fe,1,359.14831000,6.30000000E+06,E,3.29183986,6.74302768,1,3,
Fe,1,359.24709600,2.20000000E+05,E,2.58810592,6.03834476,7,9,
Fe,1,359.26736500,4.30000000E+06,E,3.24096914,6.69101333,7,5,
Fe,1,359.46320800,3.14000000E+07,B+,2.85122419,6.29938878,9,9,
Fe,1,359.53014800,8.21000000E+06,B,2.87550352,6.32302612,5,5,
Fe,1,359.58637800,4.14000000E+05,D+,2.45343044,5.90041395,9,9,
Fe,1,359.61968600,4.32000000E+05,B,2.43269470,5.87935896,11,11,
Fe,1,359.70207300,1.80000000E+07,D,3.26570610,6.71158094,5,3,
Fe,1,359.87177900,3.10000000E+06,D,3.25148176,6.69573167,7,7,
Fe,1,359.96249000,2.33000000E+07,B+,3.57321890,7.01660092,11,9,
Fe,1,360.20816700,3.20000000E+06,D,2.88199261,6.32302612,3,5,
Fe,1,360.24620000,1.02000000E+07,B,2.86539125,6.30606149,7,7,
