#element,sp_num,g,Level(eV),Uncertainty(eV)
Fe,1,15,7.35614040,5.00000000E-07
Fe,1,11,7.35614240,5.00000000E-07
Fe,1,9,7.35614260,5.00000000E-07
Fe,1,9,7.35638660,5.00000000E-07
Fe,1,7,7.35638680,5.00000000E-07
Fe,1,7,7.35664210,4.00000000E-07
Fe,1,5,7.35664220,6.00000000E-07
Fe,1,17,7.35669170,2.50000000E-06
Fe,1,19,7.35669290,2.50000000E-06
Fe,1,3,7.35686050,6.00000000E-07
Fe,1,5,7.35686090,6.00000000E-07
Fe,1,3,7.35700650,9.00000000E-07
Fe,1,1,7.35700830,1.90000000E-06
Fe,1,7,7.36350640,9.00000000E-07
Fe,1,11,7.37253610,1.60000000E-06
Fe,1,9,7.38113100,4.00000000E-06
Fe,1,9,7.37403800,4.00000000E-06
Fe,1,7,7.37957720,1.40000000E-06
Fe,1,3,7.37713770,4.00000000E-07
Fe,1,5,7.37881200,4.00000000E-06
Fe,1,7,7.38184490,1.90000000E-06
Fe,1,11,7.38002100,6.00000000E-06
Fe,1,9,7.39748050,2.10000000E-06
Fe,1,5,7.50514950,1.20000000E-06
Fe,1,13,7.38215850,1.90000000E-06
Fe,1,11,7.38404300,4.00000000E-06
Fe,1,5,7.38566110,2.20000000E-06
Fe,1,3,7.38832400,5.00000000E-06
Fe,1,11,7.39738880,4.00000000E-07
Fe,1,15,7.39801360,4.00000000E-07
Fe,1,13,7.39814750,1.10000000E-06
Fe,1,9,7.39831901,2.50000000E-07
Fe,1,7,7.39838040,6.00000000E-07
Fe,1,11,7.39833550,4.00000000E-07
Fe,1,9,7.39852310,4.00000000E-07
Fe,1,7,7.39928211,2.50000000E-07
Fe,1,5,7.39941490,6.00000000E-07
Fe,1,11,7.39964640,5.00000000E-07
Fe,1,5,7.40029668,2.50000000E-07
Fe,1,11,7.40393910,4.00000000E-07
Fe,1,13,7.40393920,5.00000000E-07
Fe,1,11,7.40395690,5.00000000E-07
Fe,1,9,7.40395790,5.00000000E-07
Fe,1,13,7.40397470,5.00000000E-07
Fe,1,15,7.40397530,6.00000000E-07
Fe,1,7,7.40400420,5.00000000E-07
Fe,1,9,7.40400520,5.00000000E-07
Fe,1,5,7.40405900,5.00000000E-07
Fe,1,7,7.40405960,5.00000000E-07
Fe,1,15,7.40408140,1.20000000E-06
Fe,1,17,7.40408150,9.00000000E-07
Fe,1,3,7.40410500,1.90000000E-06
Fe,1,5,7.40410500,1.60000000E-06
Fe,1,11,7.40417810,1.20000000E-06
Fe,1,9,7.40506830,1.60000000E-06
Fe,1,3,7.40547300,4.00000000E-06
Fe,1,3,7.41015370,2.50000000E-06
Fe,1,5,7.41183540,1.20000000E-06
Fe,1,7,7.41681710,2.10000000E-06
Fe,1,5,7.41965630,1.70000000E-06
Fe,1,9,7.42400500,5.00000000E-06
Fe,1,7,7.42500400,4.00000000E-06
Fe,1,9,7.43248360,2.50000000E-07
Fe,1,7,7.43252090,4.00000000E-07
Fe,1,5,7.43257570,4.00000000E-07
Fe,1,7,7.43316670,4.00000000E-07
Fe,1,11,7.43415230,2.50000000E-07
Fe,1,9,7.43421110,4.00000000E-07
Fe,1,3,7.43514890,2.50000000E-06
Fe,1,5,7.43881980,6.00000000E-07
Fe,1,3,7.43882030,1.70000000E-06
Fe,1,13,7.43895400,5.00000000E-07
Fe,1,15,7.43895460,9.00000000E-07
Fe,1,5,7.43897680,7.00000000E-07
Fe,1,7,7.43897730,6.00000000E-07
Fe,1,3,7.43902600,4.00000000E-06
Fe,1,5,7.44339600,4.00000000E-06
Fe,1,7,7.43913990,2.50000000E-06
Fe,1,9,7.43914060,9.00000000E-07
Fe,1,11,7.43921820,5.00000000E-07
Fe,1,13,7.43921890,5.00000000E-07
Fe,1,9,7.43924570,9.00000000E-07
Fe,1,11,7.43924770,5.00000000E-07
Fe,1,7,7.44846530,1.50000000E-06
Fe,1,5,7.44965310,2.00000000E-06
Fe,1,9,7.45090470,4.00000000E-07
Fe,1,7,7.46043470,4.00000000E-07
Fe,1,7,7.45108130,1.60000000E-06
Fe,1,5,7.45499630,2.50000000E-06
Fe,1,3,7.46115260,2.00000000E-06
Fe,1,5,7.46287300,2.50000000E-06
Fe,1,7,7.46287420,2.50000000E-06
Fe,1,11,7.46306390,6.00000000E-07
Fe,1,13,7.46306440,9.00000000E-07
Fe,1,9,7.46340650,9.00000000E-07
Fe,1,7,7.46340660,1.20000000E-06
Fe,1,9,7.46359350,4.00000000E-07
Fe,1,11,7.46359380,7.00000000E-07
Fe,1,3,7.46573860,4.00000000E-07
Fe,1,11,7.47056500,4.00000000E-07
Fe,1,9,7.49684890,5.00000000E-07
Fe,1,7,7.50893110,6.00000000E-07
Fe,1,11,7.47744860,2.50000000E-06
Fe,1,9,7.47745030,1.20000000E-06
Fe,1,9,7.47745170,7.00000000E-07
Fe,1,7,7.47745240,6.00000000E-07
Fe,1,13,7.48438510,5.00000000E-07
Fe,1,11,7.50713360,5.00000000E-07
Fe,1,9,7.53298180,4.00000000E-07
Fe,1,7,7.53906620,4.00000000E-07
Fe,1,9,7.65290340,5.00000000E-07
Fe,1,13,7.69685500,5.00000000E-07
Fe,1,11,7.71091640,1.20000000E-06
Fe,1,9,7.73384400,4.00000000E-06
Fe,1,13,7.81543770,6.00000000E-07
Fe,1,,7.90246810,1.20000000E-06
Fe,2,10,0.00000000,0.00000000E+00
Fe,2,8,0.04770753,4.00000000E-08
Fe,2,6,0.08278213,4.00000000E-08
Fe,2,4,0.10695023,5.00000000E-08
Fe,2,2,0.12113874,5.00000000E-08
Fe,2,10,0.23217279,7.00000000E-08
Fe,2,8,0.30129858,7.00000000E-08
Fe,2,6,0.35186476,9.00000000E-08
Fe,2,4,0.38651921,1.00000000E-07
Fe,2,8,0.98633380,9.00000000E-08
Fe,2,6,1.04046986,9.00000000E-08
Fe,2,4,1.07624119,9.00000000E-08
Fe,2,2,1.09686139,1.00000000E-07
Fe,2,6,1.67061856,1.10000000E-07
Fe,2,4,1.69526130,1.20000000E-07
Fe,2,2,1.72398297,1.50000000E-07
Fe,2,10,1.96448604,1.50000000E-07
Fe,2,8,2.02954815,1.60000000E-07
Fe,2,4,2.27642922,2.00000000E-07
Fe,2,2,2.34166141,2.50000000E-07
Fe,2,12,2.52186911,1.60000000E-07
Fe,2,10,2.57958587,1.70000000E-07
Fe,2,6,2.54377802,2.00000000E-07
Fe,2,4,2.64185518,2.50000000E-07
Fe,2,6,2.58265947,1.40000000E-07
Fe,2,4,2.70434897,1.50000000E-07
Fe,2,2,2.77846330,1.60000000E-07
Fe,2,14,2.63486052,1.40000000E-07
Fe,2,12,2.65702556,1.20000000E-07
Fe,2,10,2.67577925,1.40000000E-07
Fe,2,8,2.69193206,1.40000000E-07
Fe,2,10,2.80665448,1.40000000E-07
Fe,2,8,2.82812245,1.40000000E-07
Fe,2,6,2.84411707,1.40000000E-07
Fe,2,4,2.85551515,1.40000000E-07
Fe,2,6,2.89101830,1.40000000E-07
Fe,2,12,3.15276806,1.50000000E-07
Fe,2,10,3.19945278,1.50000000E-07
Fe,2,8,3.22131344,1.50000000E-07
Fe,2,6,3.23045937,1.60000000E-07
Fe,2,4,3.19725263,1.60000000E-07
Fe,2,2,3.33923354,2.00000000E-07
Fe,2,12,3.24468891,1.60000000E-07
Fe,2,10,3.26732671,1.60000000E-07
Fe,2,8,3.38661825,1.60000000E-07
Fe,2,6,3.42449356,1.60000000E-07
Fe,2,10,3.76769941,1.70000000E-07
Fe,2,8,3.81430861,1.90000000E-07
Fe,2,4,3.88869686,2.00000000E-07
Fe,2,2,3.88919250,2.50000000E-07
Fe,2,6,3.89161339,1.90000000E-07
Fe,2,8,3.90341906,1.70000000E-07
Fe,2,6,3.94416230,4.00000000E-07
Fe,2,8,3.96737644,2.50000000E-07
Fe,2,14,4.07605998,2.40000000E-07
Fe,2,12,4.08030550,4.00000000E-07
Fe,2,10,4.14931647,2.40000000E-07
Fe,2,8,4.15363129,2.40000000E-07
Fe,2,4,4.47910423,2.50000000E-07
Fe,2,6,4.49479059,2.50000000E-07
Fe,2,2,4.61559410,5.00000000E-07
Fe,2,6,4.73176020,4.00000000E-07
Fe,2,4,4.73799450,4.00000000E-07
Fe,2,10,4.76830747,2.00000000E-07
Fe,2,8,4.79323577,2.00000000E-07
Fe,2,6,4.81789820,2.00000000E-07
Fe,2,4,4.83702231,2.10000000E-07
Fe,2,2,4.84893721,2.10000000E-07
Fe,2,12,5.20337749,2.20000000E-07
Fe,2,10,5.22157443,2.10000000E-07
Fe,2,8,5.23672772,2.20000000E-07
Fe,2,6,5.24885175,2.20000000E-07
Fe,2,4,5.25709365,2.20000000E-07
Fe,2,2,5.26187092,2.20000000E-07
Fe,2,8,5.28894824,2.20000000E-07
Fe,2,6,5.36090398,2.20000000E-07
Fe,2,4,5.40831276,2.20000000E-07
Fe,2,10,5.48413599,2.20000000E-07
Fe,2,8,5.54876624,2.40000000E-07
Fe,2,6,5.58919550,2.40000000E-07
Fe,2,4,5.61522263,2.40000000E-07
Fe,2,8,5.51071390,2.20000000E-07
Fe,2,6,5.55260578,2.40000000E-07
Fe,2,4,5.58476799,2.40000000E-07
Fe,2,2,5.60488800,2.40000000E-07
Fe,2,8,5.56875734,2.50000000E-07
Fe,2,6,5.57055201,2.50000000E-07
Fe,2,6,5.82322475,2.40000000E-07
Fe,2,4,5.87558748,2.50000000E-07
Fe,2,2,5.90488507,2.50000000E-07
Fe,2,4,5.91091290,4.00000000E-07
Fe,2,6,5.95609042,2.50000000E-07
Fe,2,2,6.08774270,5.00000000E-07
Fe,2,4,6.13807600,4.00000000E-07
Fe,2,6,6.22559822,2.50000000E-07
Fe,2,4,6.20862290,4.00000000E-07
Fe,2,6,6.21691620,4.00000000E-07
Fe,2,10,6.21873433,2.50000000E-07
Fe,2,8,6.22249688,2.50000000E-07
Fe,2,6,6.48435000,4.00000000E-07
Fe,2,8,6.51944250,4.00000000E-07
Fe,2,10,6.56696850,4.00000000E-07
Fe,2,2,6.70300210,9.00000000E-07
Fe,2,4,6.80701590,4.00000000E-07
Fe,2,12,6.72393597,2.50000000E-07
Fe,2,10,6.72907574,2.50000000E-07
Fe,2,6,6.72932284,2.50000000E-07
Fe,2,8,6.73026350,2.50000000E-07
Fe,2,6,6.80308000,4.00000000E-07
Fe,2,8,6.80725830,4.00000000E-07
Fe,2,6,7.11806748,2.50000000E-07
Fe,2,4,7.12826481,2.50000000E-07
Fe,2,2,7.13882290,4.00000000E-07
Fe,2,10,7.26939480,6.00000000E-07
Fe,2,8,7.27368170,5.00000000E-07
Fe,2,4,7.39732380,4.00000000E-07
Fe,2,8,7.47257120,4.00000000E-07
Fe,2,2,7.48670750,4.00000000E-07
Fe,2,4,7.49373410,4.00000000E-07
Fe,2,6,7.49425950,4.00000000E-07
Fe,2,6,7.48893480,4.00000000E-07
Fe,2,2,7.56741090,4.00000000E-07
Fe,2,4,7.60429220,4.00000000E-07
Fe,2,12,7.51659730,4.00000000E-07
Fe,2,10,7.53913680,4.00000000E-07
Fe,2,8,7.55767760,4.00000000E-07
Fe,2,6,7.56821050,4.00000000E-07
Fe,2,14,7.54289610,4.00000000E-07
Fe,2,12,7.54910100,4.00000000E-07
Fe,2,10,7.56172730,4.00000000E-07
Fe,2,8,7.58248020,4.00000000E-07
Fe,2,6,7.57461700,4.00000000E-07
Fe,2,4,7.70259320,4.00000000E-07
Fe,2,16,7.60612880,4.00000000E-07
Fe,2,10,7.62659410,4.00000000E-07
Fe,2,14,7.62845140,4.00000000E-07
Fe,2,12,7.63584020,4.00000000E-07
Fe,2,8,7.65305720,4.00000000E-07
Fe,2,6,7.77255380,4.00000000E-07
Fe,2,2,7.78981200,4.00000000E-07
Fe,2,4,7.80631980,4.00000000E-07
Fe,2,4,7.68391210,4.00000000E-07
Fe,2,6,7.69310070,4.00000000E-07
Fe,2,8,7.70829900,4.00000000E-07
Fe,2,8,7.69514470,4.00000000E-07
Fe,2,6,7.70581060,4.00000000E-07
Fe,2,10,7.70662540,4.00000000E-07
Fe,2,4,7.71733630,4.00000000E-07
Fe,2,10,7.69732560,4.00000000E-07
Fe,2,8,7.72699840,4.00000000E-07
Fe,2,14,7.72336960,4.00000000E-07
Fe,2,12,7.76912910,4.00000000E-07
Fe,2,8,7.80419090,4.00000000E-07
Fe,2,6,7.84484980,4.00000000E-07
Fe,2,4,7.86867380,4.00000000E-07
Fe,2,2,7.88037340,4.00000000E-07
Fe,2,12,7.91965500,4.00000000E-07
Fe,2,10,7.92864110,4.00000000E-07
Fe,2,8,7.94005850,4.00000000E-07
Fe,2,6,7.94582590,4.00000000E-07
Fe,2,8,7.97049210,4.00000000E-07
Fe,2,6,7.98773220,4.00000000E-07
Fe,2,2,8.03498120,4.00000000E-07
Fe,2,4,8.03840010,4.00000000E-07
Fe,2,10,8.03813750,4.00000000E-07
Fe,2,8,8.07257280,4.00000000E-07
Fe,2,12,8.10405440,4.00000000E-07
Fe,2,10,8.12794170,4.00000000E-07
Fe,2,12,8.13089180,4.00000000E-07
Fe,2,10,8.14527250,4.00000000E-07
Fe,2,8,8.17444660,4.00000000E-07
Fe,2,6,8.19266160,4.00000000E-07
Fe,2,10,8.18454100,4.00000000E-07
Fe,2,8,8.22973820,4.00000000E-07
Fe,2,6,8.24771530,4.00000000E-07
Fe,2,4,8.25891710,4.00000000E-07
Fe,2,2,8.21378540,4.00000000E-07
Fe,2,14,8.23400290,4.00000000E-07
Fe,2,12,8.24042900,4.00000000E-07
Fe,2,10,8.25598900,4.00000000E-07
Fe,2,8,8.26631610,4.00000000E-07
Fe,2,6,8.30700700,4.00000000E-07
Fe,2,4,8.34089230,4.00000000E-07
Fe,2,12,8.37095780,4.00000000E-07
Fe,2,10,8.43102280,4.00000000E-07
Fe,2,6,8.56760900,4.00000000E-07
Fe,2,4,8.59236360,5.00000000E-07
Fe,2,2,8.60785270,5.00000000E-07
Fe,2,8,8.63011440,4.00000000E-07
Fe,2,6,8.63555910,4.00000000E-07
Fe,2,10,8.71790230,4.00000000E-07
Fe,2,8,8.74382370,4.00000000E-07
Fe,2,14,8.80122500,5.00000000E-07
Fe,2,16,8.85652480,4.00000000E-07
Fe,2,6,8.92249180,4.00000000E-07
Fe,2,4,8.93220100,5.00000000E-07
Fe,2,2,8.95326960,5.00000000E-07
Fe,2,10,8.94302670,4.00000000E-07
Fe,2,12,8.95931420,4.00000000E-07
Fe,2,4,8.94781610,4.00000000E-07
Fe,2,6,8.95644050,4.00000000E-07
Fe,2,8,8.97051040,4.00000000E-07
Fe,2,10,9.00753860,4.00000000E-07
Fe,2,2,8.98013520,6.00000000E-07
Fe,2,4,8.99189960,4.00000000E-07
Fe,2,6,9.00367040,4.00000000E-07
Fe,2,8,9.00768930,4.00000000E-07
Fe,2,8,9.05285300,4.00000000E-07
Fe,2,6,9.05765480,4.00000000E-07
Fe,2,10,9.06220720,4.00000000E-07
Fe,2,8,9.06861910,4.00000000E-07
Fe,2,2,9.07407100,5.00000000E-07
Fe,2,4,9.07429360,4.00000000E-07
Fe,2,10,9.09966790,4.00000000E-07
Fe,2,6,9.09992330,4.00000000E-07
Fe,2,8,9.11187750,4.00000000E-07
Fe,2,4,9.12985980,4.00000000E-07
Fe,2,12,9.12567550,5.00000000E-07
Fe,2,10,9.14399280,5.00000000E-07
Fe,2,14,9.17071970,4.00000000E-07
Fe,2,12,9.17108150,5.00000000E-07
Fe,2,4,9.23658630,5.00000000E-07
Fe,2,6,9.25007220,5.00000000E-07
Fe,2,8,9.37331700,5.00000000E-07
Fe,2,6,9.41227030,4.00000000E-07
Fe,2,4,9.43885070,5.00000000E-07
Fe,2,2,9.49439200,4.00000000E-07
Fe,2,6,9.63887080,5.00000000E-07
Fe,2,8,9.68780340,5.00000000E-07
Fe,2,10,9.65361430,4.00000000E-07
Fe,2,8,9.70023960,4.00000000E-07
Fe,2,6,9.73591400,4.00000000E-07
Fe,2,4,9.76075790,4.00000000E-07
Fe,2,2,9.77541400,4.00000000E-07
Fe,2,8,9.69370510,5.00000000E-07
Fe,2,10,9.74233900,4.00000000E-07
Fe,2,4,9.73116560,6.00000000E-07
Fe,2,6,9.75642320,5.00000000E-07
Fe,2,2,9.77514630,1.00000000E-06
Fe,2,4,9.82493710,4.00000000E-07
Fe,2,4,9.82524260,5.00000000E-07
Fe,2,6,9.83007710,5.00000000E-07
Fe,2,8,9.83583520,5.00000000E-07
Fe,2,8,9.84924220,4.00000000E-07
Fe,2,6,9.90454250,4.00000000E-07
Fe,2,4,9.94080570,4.00000000E-07
Fe,2,2,9.96164180,4.00000000E-07
Fe,2,6,10.12197730,4.00000000E-07
Fe,2,8,10.13381540,4.00000000E-07
Fe,2,12,10.27255010,4.00000000E-07
Fe,2,10,10.28804970,4.00000000E-07
Fe,2,8,10.30761330,4.00000000E-07
Fe,2,6,10.32890550,4.00000000E-07
Fe,2,4,10.34768660,4.00000000E-07
Fe,2,2,10.35994220,4.00000000E-07
Fe,2,8,10.32853200,5.00000000E-07
Fe,2,10,10.39870450,5.00000000E-07
Fe,2,8,10.37916150,4.00000000E-07
Fe,2,10,10.38075260,4.00000000E-07
Fe,2,6,10.39140730,4.00000000E-07
Fe,2,4,10.41344600,4.00000000E-07
Fe,2,2,10.43099200,4.00000000E-07
Fe,2,6,10.39836250,6.00000000E-07
Fe,2,4,10.45927960,6.00000000E-07
Fe,2,14,10.41903340,4.00000000E-07
Fe,2,12,10.45148120,4.00000000E-07
Fe,2,10,10.48011230,4.00000000E-07
Fe,2,8,10.50279430,4.00000000E-07
Fe,2,6,10.51942270,4.00000000E-07
Fe,2,4,10.53100270,4.00000000E-07
Fe,2,8,10.44772610,4.00000000E-07
Fe,2,6,10.45521140,4.00000000E-07
Fe,2,4,10.46729430,4.00000000E-07
Fe,2,8,10.49963220,4.00000000E-07
Fe,2,6,10.52265190,4.00000000E-07
Fe,2,4,10.54468930,4.00000000E-07
Fe,2,2,10.56008460,5.00000000E-07
Fe,2,12,10.52171840,4.00000000E-07
Fe,2,10,10.56156580,4.00000000E-07
Fe,2,8,10.59605000,5.00000000E-07
Fe,2,6,10.62293570,5.00000000E-07
Fe,2,6,10.60007440,5.00000000E-07
Fe,2,4,10.62902230,5.00000000E-07
Fe,2,10,10.67805830,5.00000000E-07
Fe,2,8,10.71426440,5.00000000E-07
Fe,2,6,10.73700570,5.00000000E-07
Fe,2,4,10.75078280,5.00000000E-07
Fe,2,2,10.71084440,1.70000000E-06
Fe,2,4,10.73007630,1.00000000E-06
Fe,2,6,10.75781310,5.00000000E-07
Fe,2,8,10.77790470,6.00000000E-07
Fe,2,8,10.72247090,5.00000000E-07
Fe,2,6,10.73051340,6.00000000E-07
Fe,2,12,10.82888920,5.00000000E-07
Fe,2,10,10.84511960,5.00000000E-07
Fe,2,8,10.85328490,5.00000000E-07
Fe,2,6,10.85766310,5.00000000E-07
Fe,2,2,10.89798510,6.00000000E-07
Fe,2,4,10.90628700,5.00000000E-07
Fe,2,4,10.86130530,6.00000000E-07
Fe,2,2,10.86551600,5.00000000E-06
Fe,2,6,10.91796220,5.00000000E-07
Fe,2,8,10.93657930,5.00000000E-07
Fe,2,10,10.98680060,5.00000000E-07
Fe,2,6,10.90883240,5.00000000E-07
Fe,2,4,10.93009680,5.00000000E-07
Fe,2,2,10.93405070,5.00000000E-07
Fe,2,10,11.00029940,5.00000000E-07
Fe,2,8,11.01643430,5.00000000E-07
Fe,2,6,11.04940380,5.00000000E-07
Fe,2,4,11.07565710,5.00000000E-07
Fe,2,2,11.09303630,5.00000000E-07
Fe,2,8,11.05053420,5.00000000E-07
Fe,2,6,11.08969910,5.00000000E-07
Fe,2,4,11.11220170,5.00000000E-07
Fe,2,6,11.12477770,5.00000000E-07
Fe,2,8,11.14498870,6.00000000E-07
Fe,2,10,11.16692910,5.00000000E-07
Fe,2,12,11.18481450,5.00000000E-07
Fe,2,12,11.14917370,5.00000000E-07
Fe,2,8,11.19585100,5.00000000E-07
Fe,2,10,11.20650180,5.00000000E-07
Fe,2,6,11.21906070,5.00000000E-07
Fe,2,4,11.23216380,5.00000000E-07
Fe,2,2,11.23894810,5.00000000E-07
Fe,2,10,11.16388490,5.00000000E-07
Fe,2,8,11.25536280,5.00000000E-07
Fe,2,6,11.29131110,5.00000000E-07
Fe,2,4,11.30846140,5.00000000E-07
Fe,2,8,11.20790780,5.00000000E-07
Fe,2,6,11.23778180,5.00000000E-07
Fe,2,4,11.27002450,5.00000000E-07
Fe,2,2,11.30733110,5.00000000E-07
Fe,2,4,11.23666450,6.00000000E-07
Fe,2,2,11.26266110,5.00000000E-07
Fe,2,6,11.44053320,5.00000000E-07
Fe,2,6,11.27030370,5.00000000E-07
Fe,2,4,11.43451080,5.00000000E-07
Fe,2,2,11.44557200,5.00000000E-07
Fe,2,4,11.28854120,5.00000000E-07
Fe,2,8,11.30338350,5.00000000E-07
Fe,2,6,11.35387140,5.00000000E-07
Fe,2,4,11.38714090,5.00000000E-07
Fe,2,2,11.38802100,5.00000000E-07
Fe,2,4,11.39607830,5.00000000E-07
Fe,2,6,11.40886810,5.00000000E-07
Fe,2,8,11.42565890,5.00000000E-07
Fe,2,10,11.44377490,5.00000000E-07
Fe,2,12,11.46011960,5.00000000E-07
Fe,2,8,11.41758600,3.00000000E-06
Fe,2,10,11.42099400,9.00000000E-07
Fe,2,12,11.42717930,6.00000000E-07
Fe,2,14,11.43752850,6.00000000E-07
Fe,2,10,11.42783310,5.00000000E-07
Fe,2,8,11.48127290,5.00000000E-07
Fe,2,4,11.43337530,5.00000000E-07
Fe,2,6,11.49276460,9.00000000E-07
Fe,2,8,11.44156810,5.00000000E-07
Fe,2,6,11.44744930,5.00000000E-07
Fe,2,4,11.45101010,5.00000000E-07
Fe,2,10,11.45948340,5.00000000E-07
Fe,2,2,11.46275640,6.00000000E-07
Fe,2,4,11.48683730,5.00000000E-07
Fe,2,6,11.51804600,5.00000000E-07
Fe,2,8,11.54663340,7.00000000E-07
Fe,2,4,11.57126580,6.00000000E-07
Fe,2,6,11.57955500,4.00000000E-06
Fe,2,10,11.59061340,7.00000000E-07
Fe,2,8,11.59099170,5.00000000E-07
Fe,2,6,11.63355650,5.00000000E-07
Fe,2,4,11.63472740,5.00000000E-07
Fe,2,8,11.65295910,5.00000000E-07
Fe,2,2,11.65840400,5.00000000E-07
Fe,2,10,11.66167190,5.00000000E-07
Fe,2,6,11.65304930,5.00000000E-07
Fe,2,8,11.66360220,5.00000000E-07
Fe,2,10,11.67291270,2.50000000E-06
Fe,2,12,11.67801410,2.10000000E-06
Fe,2,6,11.68072280,5.00000000E-07
Fe,2,4,11.74615580,5.00000000E-07
Fe,2,2,11.76369330,2.40000000E-06
Fe,2,6,11.73945410,5.00000000E-07
Fe,2,8,11.74914160,5.00000000E-07
Fe,2,6,11.74135500,5.00000000E-07
Fe,2,6,11.78422410,6.00000000E-07
Fe,2,8,11.78833600,6.00000000E-07
Fe,2,2,11.87366570,9.00000000E-07
Fe,2,4,11.88491080,6.00000000E-07
Fe,2,6,11.90196440,6.00000000E-07
Fe,2,8,11.92947690,5.00000000E-07
Fe,2,12,11.91017710,7.00000000E-07
Fe,2,10,11.93216690,6.00000000E-07
Fe,2,6,11.93710370,7.00000000E-07
Fe,2,8,11.94668970,7.00000000E-07
Fe,2,4,12.06694850,6.00000000E-07
Fe,2,6,12.08937860,5.00000000E-07
Fe,2,4,12.16465720,5.00000000E-07
Fe,2,2,12.28151380,5.00000000E-07
Fe,2,10,12.13201900,9.00000000E-07
Fe,2,12,12.18502470,5.00000000E-07
Fe,2,14,12.16658630,5.00000000E-07
Fe,2,12,12.18701550,5.00000000E-07
Fe,2,10,12.20567520,5.00000000E-07
Fe,2,8,12.22098690,5.00000000E-07
Fe,2,4,12.17476930,6.00000000E-07
Fe,2,6,12.19442320,5.00000000E-07
Fe,2,8,12.21690830,5.00000000E-07
Fe,2,10,12.22440650,1.10000000E-06
Fe,2,4,12.19240240,5.00000000E-07
Fe,2,8,12.19896890,9.00000000E-07
Fe,2,6,12.21306620,5.00000000E-07
Fe,2,4,12.24595590,2.20000000E-06
Fe,2,2,12.27538750,5.00000000E-07
Fe,2,8,12.26186250,1.00000000E-06
Fe,2,4,12.28292420,5.00000000E-07
Fe,2,2,12.38870820,5.00000000E-07
Fe,2,10,12.34550880,5.00000000E-07
Fe,2,8,12.35978080,5.00000000E-07
Fe,2,6,12.37660490,5.00000000E-07
Fe,2,4,12.38832290,5.00000000E-07
Fe,2,8,12.35321770,5.00000000E-07
Fe,2,10,12.36831780,1.20000000E-06
Fe,2,10,12.35542920,1.90000000E-06
Fe,2,8,12.37468290,9.00000000E-07
Fe,2,6,12.44807300,4.00000000E-06
Fe,2,8,12.45942320,5.00000000E-07
Fe,2,6,12.49138630,5.00000000E-07
Fe,2,2,12.57229200,4.00000000E-06
Fe,2,4,12.59356810,1.90000000E-06
Fe,2,6,12.60999860,1.70000000E-06
Fe,2,10,12.60900940,5.00000000E-07
Fe,2,8,12.65022740,5.00000000E-07
Fe,2,6,12.68781630,5.00000000E-07
Fe,2,4,12.71379710,5.00000000E-07
Fe,2,2,12.72905360,5.00000000E-07
Fe,2,12,12.68860040,7.00000000E-07
Fe,2,14,12.70715490,6.00000000E-07
Fe,2,8,12.69533270,5.00000000E-07
Fe,2,6,12.74586730,5.00000000E-07
Fe,2,4,12.78505480,5.00000000E-07
Fe,2,2,12.80331980,5.00000000E-07
Fe,2,6,12.70207500,6.00000000E-06
Fe,2,4,12.70884000,6.00000000E-06
Fe,2,12,12.71891700,5.00000000E-07
Fe,2,10,12.74867450,5.00000000E-07
Fe,2,8,12.77523530,5.00000000E-07
Fe,2,6,12.79171920,5.00000000E-07
Fe,2,12,12.74946780,5.00000000E-07
Fe,2,10,12.75194760,5.00000000E-07
Fe,2,14,12.75057460,5.00000000E-07
Fe,2,12,12.75715890,5.00000000E-07
Fe,2,10,12.75579490,5.00000000E-07
Fe,2,8,12.75638350,5.00000000E-07
Fe,2,8,12.76321310,5.00000000E-07
Fe,2,6,12.76444230,5.00000000E-07
Fe,2,12,12.76792990,2.50000000E-06
Fe,2,14,12.78537500,1.20000000E-05
Fe,2,16,12.79918290,5.00000000E-07
Fe,2,6,12.77070220,5.00000000E-07
Fe,2,8,12.78312410,5.00000000E-07
Fe,2,2,12.87007120,5.00000000E-07
Fe,2,14,12.77281340,5.00000000E-07
Fe,2,16,12.77537770,5.00000000E-07
Fe,2,6,12.77339030,5.00000000E-07
Fe,2,4,12.77468940,5.00000000E-07
Fe,2,8,12.78213710,1.00000000E-06
Fe,2,4,12.78411420,5.00000000E-07
Fe,2,2,12.78595940,5.00000000E-07
Fe,2,10,12.79086950,5.00000000E-07
Fe,2,8,12.90773940,5.00000000E-07
Fe,2,6,12.96493170,5.00000000E-07
Fe,2,4,12.96539020,5.00000000E-07
Fe,2,8,12.79314710,2.50000000E-06
Fe,2,6,12.81180100,4.00000000E-06
Fe,2,8,12.79417340,5.00000000E-07
Fe,2,6,12.84444170,5.00000000E-07
Fe,2,12,12.81078810,5.00000000E-07
Fe,2,10,12.81410450,5.00000000E-07
Fe,2,10,12.81084650,5.00000000E-07
Fe,2,8,12.81261370,5.00000000E-07
Fe,2,6,12.81561390,5.00000000E-07
Fe,2,8,12.81820370,5.00000000E-07
Fe,2,4,12.81889390,5.00000000E-07
Fe,2,6,12.82075060,5.00000000E-07
Fe,2,4,12.82218980,5.00000000E-07
Fe,2,2,12.82459410,5.00000000E-07
Fe,2,2,12.82223250,5.00000000E-07
Fe,2,12,12.82247150,5.00000000E-07
Fe,2,14,12.82259620,5.00000000E-07
Fe,2,12,12.84481600,5.00000000E-07
Fe,2,10,12.86600670,5.00000000E-07
